Genes,Clinical_Importance_level,Transmissibility_level,Mobility_level,Pathogenic_level,Clinial_Importance_score,Transmissbilitty_score,Mobility_score,Pathogenic_score,Final_Risk_score
khm-1,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
kpc-2,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
lap-2,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
mcr-3.3,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
mphn,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
ndm-4,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
optra,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
oxa-32,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
oxa-58,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
qepa2,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
qnrb2,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
qnrb20,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
qnrvc1,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
qnrvc5,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
rob-1,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
shv-2,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
shv-2a,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
tem-215,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
tem-24,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
tem-52,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
tet(x3),Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
vanz gene in vana cluster,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
vim-2,Critically Important,Not Defined,High,Very Low,28.4,0.0,19.7,3.5,51.6
ant(9)-ia,Critically Important,Not Defined,Very Low,High,28.4,0.0,3.5,19.9,51.8
opra,Critically Important,Not Defined,Very Low,High,28.4,0.0,3.5,19.9,51.8
oxa-69,Critically Important,Not Defined,Very Low,High,28.4,0.0,3.5,19.9,51.8
clbb,Critically Important,Low,Medium,Very Low,28.4,6.1,14.2,3.5,52.2
vanr gene in vani cluster,Critically Important,Low,Medium,Very Low,28.4,6.1,14.2,3.5,52.2
vanx gene in vano cluster,Critically Important,Low,Medium,Very Low,28.4,6.1,14.2,3.5,52.2
cmy-70,Highly Important,Very Low,Very Low,Very High,21.8,3.05,3.5,24.8,53.15
aac(3)-iia,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(3)-iig,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(3)-iiic,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(6')-19a,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(6')-19b,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(6')-i-43,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(6')-iae,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(6')-ib-cr3,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(6')-ib-cr4,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(6')-ib-cr5,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(6')-ib-cr6,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(6')-ib-cr7,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(6')-ib-cr9,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(6')-ip,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aac(6')-iq,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aada3,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aada6/aada10,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aada8,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aada8b,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-11,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-13,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-31,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-34,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-39,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-44,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-49,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-53,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-55,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-57,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-58,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-59,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-60,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-63,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-64,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-65,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-66,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-67,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-68,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-70,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-75,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-76,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-81,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
act-87,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-100,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-101,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-103,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-105,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-106,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-107,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-108,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-111,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-113,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-114,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-115,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-116,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-118,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-137,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-140,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-141,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-143,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-144,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-146,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-147,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-157,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-158,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-159,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-160,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-161,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-163,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-164,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-166,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-167,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-169,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-170,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-171,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-173,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-174,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-175,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-176,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-177,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-181,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-183,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-184,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-185,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-186,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-191,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-195,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-196,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-198,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-199,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-33,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-51,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-53,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-57,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-60,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-61,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-75,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-80,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-87,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-88,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-91,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-95,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-96,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-97,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
adc-99,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aph(1'')-ie,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aph(1'')-iva,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
aph(3')-vib,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
bkc-1,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
blmt,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
carb-49,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
carb-53,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
cmh-4,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
cmh-5,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-101,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-104,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-106,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-111,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-113,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-114,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-116,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-117,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-119,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-130,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-131,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-134,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-136,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-138,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-141,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-153,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-154,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-163,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-17,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-174,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-179,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-181,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-186,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-31,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-33,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-36,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-44,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-59,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-63,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-71,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-79,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-8,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-90,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-96,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-98,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ctx-m-99,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
dfr11,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
dha-15,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
dha-17,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
dha-7,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ec-16,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
enterococcus faecium cls conferring resistance to daptomycin,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
enterococcus faecium liar mutant conferring daptomycin resistance,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
enterococcus faecium lias mutant conferring daptomycin resistance,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
escherichia coli ompf with mutation conferring resistance to beta-lactam antibiotics,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
fim-1,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
fosl1,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
fox-3,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
fri-4,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
fri-6,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
fri-8,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
fri-9,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ges-10,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ges-15,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ges-41,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ges-9,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imi-1,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imi-4,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imi-7,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imi-9,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-10,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-16,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-19,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-38,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-54,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-56,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-60,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-61,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-63,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-7,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-74,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-91,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
imp-93,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kbl-1,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
klebsiella mutant phop conferring antibiotic resistance to colistin,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
klebsiella pneumoniae mutant phoq conferring resistance to colistin,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
klebsiella pneumoniae ramr mutants,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kluc-5,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-1,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-100,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-11,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-13,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-15,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-17,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-19,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-30,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-31,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-33,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-34,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-39,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-40,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-46,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-49,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-56,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-65,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-66,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-7,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-71,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-74,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-78,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-83,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-86,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-90,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-93,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
kpc-97,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
len-1,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-1.11,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-1.16,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-1.17,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-1.18,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-1.3,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-1.33,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-1.5,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-1.8,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-1.9,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-10.3,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-10.4,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-3.11,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-3.40,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-5.3,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mcr-8.3,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mir-13,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mir-16,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mir-17,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mir-18,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mir-19,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mir-3,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mir-9,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
mox-11,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ndm-11,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ndm-13,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ndm-14,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ndm-15,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ndm-16b,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ndm-19,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ndm-36,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ndm-37,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ndm-40,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
ndm-44,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
okp-b-13,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-105,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-107,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-108,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
oxa-111,Critically Important,Not Defined,Not Defined,Very High,28.4,0.0,0.0,24.8,53.2
